ReportingYear,AQValue,Unit,StationLocalId,SamplingPointLocalId,SamplingPoint_Latitude,SamplingPoint_Longitude,Pollutant,AggregationType,Namespace,BeginPosition,EndPosition,DataCoverage,DataCapture
2014,19.11108428,ug.m-3,STA-NL00641,SPO-NL00641_00005_101,52.203055999480299,4.9886140000000001,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,94.94292237,94.94292237
2014,19.08327153,ug.m-3,STA-NL00549,SPO-NL00549_00005_100,52.257359999480563,5.2359030000000004,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,94.08675799,94.08675799
2016,18.99298772,ug.m-3,STA-NL00488,SPO-NL00488_00005_100,51.89389037947889,4.4874997100000007,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,96.45947177,96.48143931
2016,18.95765925,ug.m-3,STA-NL00493,SPO-NL00493_00005_100,51.926943999479029,4.4616670000000012,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.36065574,98.38305625
2013,18.94739997,ug.m-3,STA-NL00738,SPO-NL00738_00005_101,52.112499239479874,5.7086191199999998,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,91.35844749,91.35844749
2016,18.90501439,ug.m-3,STA-NL00318,SPO-NL00318_00005_100,51.295276639476306,3.7494583100000005,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.82741348,98.84992029
2016,18.89917456,ug.m-3,STA-NL00491,SPO-NL00491_00005_100,51.93805599947909,4.4311109999999996,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.47449909,98.49692553
2016,18.89913189,ug.m-3,STA-NL00136,SPO-NL00136_00005_100,50.888057709474673,5.9711141599999999,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,97.96220401,97.98451378
2014,18.87286522,ug.m-3,STA-NL00644,SPO-NL00644_00005_100,51.974639999479258,4.9234299999999989,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,94.44063927,94.44063927
2014,18.87024583,ug.m-3,STA-NL00934,SPO-NL00934_00005_100,53.331665039486005,6.27750874,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,93.15068493,93.15068493
2013,18.81433741,ug.m-3,STA-NL00444,SPO-NL00444_00005_100,52.298053739480757,4.5102863299999996,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,91.34703196,91.34703196
2013,18.79448235,ug.m-3,STA-NL00246,SPO-NL00246_00005_100,51.652778629477808,4.5138888399999999,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,92.20319635,92.20319635
2014,18.77160009,ug.m-3,STA-NL00444,SPO-NL00444_00005_100,52.298053739480757,4.5102863299999996,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,91.91780822,91.91780822
2016,18.70177028,ug.m-3,STA-NL00636,SPO-NL00636_00005_100,52.10611099947986,5.125286,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.32650273,98.34889547
2013,18.69789627,ug.m-3,STA-NL00818,SPO-NL00818_00005_100,52.655002589482493,6.0180697400000014,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,87.60273973,87.60273973
2016,18.6871349,ug.m-3,STA-NL00230,SPO-NL00230_00005_100,51.519443509477249,5.1489024199999998,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.22404372,98.24641312
2016,18.63986164,ug.m-3,STA-NL00131,SPO-NL00131_00005_100,51.541110989477339,5.8536138500000012,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,96.2773224,96.29924846
2013,18.59047775,ug.m-3,STA-NL00918,SPO-NL00918_00005_100,52.916915889483825,5.5734915699999998,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,91.60958904,91.60958904
2016,18.57858622,ug.m-3,STA-NL00561,SPO-NL00561_00005_100,52.333560999480937,4.7735890000000012,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.88433515,98.90685493
2016,18.5102187,ug.m-3,STA-NL00546,SPO-NL00546_00005_100,52.420218999481349,4.8320639999999999,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,92.13342441,92.15440674
2014,18.5034424,ug.m-3,STA-NL00236,SPO-NL00236_00005_100,51.469722749477043,5.4727835699999989,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.42694064,96.42694064
2016,18.50276669,ug.m-3,STA-NL00639,SPO-NL00639_00005_100,52.06888899947969,5.1211140000000013,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.71357013,98.73605101
2014,18.47272447,ug.m-3,STA-NL00538,SPO-NL00538_00005_100,52.804721829483249,5.0508418099999997,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,91.10730594,91.10730594
2016,18.34322378,ug.m-3,STA-NL00236,SPO-NL00236_00005_100,51.469722749477043,5.4727835699999989,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.38342441,98.40583011
2016,18.30731143,ug.m-3,STA-NL00565,SPO-NL00565_00005_100,52.327449999480905,4.715072000000001,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,93.57923497,93.60054657
2014,18.24633195,ug.m-3,STA-NL00133,SPO-NL00133_00005_100,50.903057099474744,5.8822359999999998,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,93.94977169,93.94977169
2016,18.15958844,ug.m-3,STA-NL00547,SPO-NL00547_00005_100,52.235079999480455,5.1815519999999999,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,99.30555556,99.32817126
2014,18.07649174,ug.m-3,STA-NL00247,SPO-NL00247_00005_100,51.407501219476785,5.3933334400000001,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,87.79680365,87.79680365
2016,18.05796687,ug.m-3,STA-NL00738,SPO-NL00738_00005_101,52.112499239479874,5.7086191199999998,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.99817851,99.02072421
2016,17.96314682,ug.m-3,STA-NL00494,SPO-NL00494_00005_100,51.921110999479019,4.401389,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,95.75364299,95.77544978
2013,17.89431944,ug.m-3,STA-NL00929,SPO-NL00929_00005_100,52.876663209483603,6.9333334000000022,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,85.47945205,85.47945205
2014,17.8064288,ug.m-3,STA-NL00138,SPO-NL00138_00005_100,50.900316999474725,5.986853,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,90.19406393,90.19406393
2016,17.65171453,ug.m-3,STA-NL00485,SPO-NL00485_00005_100,51.866107939478766,4.3552775400000003,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,96.55054645,96.57253473
2013,17.5630579,ug.m-3,STA-NL00934,SPO-NL00934_00005_100,53.331665039486005,6.27750874,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,92.4543379,92.4543379
2016,17.53423444,ug.m-3,STA-NL00446,SPO-NL00446_00005_100,52.039722439479561,4.3605637599999998,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.66803279,98.6905033
2016,17.41952631,ug.m-3,STA-NL00442,SPO-NL00442_00005_100,51.800659179478473,4.7082138100000002,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,99.26001821,99.28262355
2016,17.34395139,ug.m-3,STA-NL00641,SPO-NL00641_00005_101,52.203055999480299,4.9886140000000001,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.85018215,98.87269415
2016,17.33568838,ug.m-3,STA-NL00703,SPO-NL00703_00005_101,52.400001529481244,4.7300000200000012,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,97.32468124,97.34684582
2016,17.28611785,ug.m-3,STA-NL00918,SPO-NL00918_00005_100,52.916915889483825,5.5734915699999998,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,96.59608379,96.61808244
2016,17.12731673,ug.m-3,STA-NL00722,SPO-NL00722_00005_100,52.092499999479791,6.6058390000000005,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.7704918,98.79298565
2014,17.12461988,ug.m-3,STA-NL00722,SPO-NL00722_00005_100,52.092499999479791,6.6058390000000005,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,93.69863014,93.69863014
2016,17.09797072,ug.m-3,STA-NL00246,SPO-NL00246_00005_100,51.652778629477808,4.5138888399999999,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.00774135,98.03006149
2016,17.00062635,ug.m-3,STA-NL00633,SPO-NL00633_00005_100,52.138888999480002,4.8383359999999991,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,88.87750455,88.89774539
2016,16.94930994,ug.m-3,STA-NL00437,SPO-NL00437_00005_100,51.787498469478415,4.4508414300000005,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.32650273,98.34889547
2016,16.85296659,ug.m-3,STA-NL00818,SPO-NL00818_00005_100,52.655002589482493,6.0180697400000014,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,97.4726776,97.49487588
2016,16.70479518,ug.m-3,STA-NL00631,SPO-NL00631_00005_100,52.448501589481481,5.6191501600000002,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,97.55236794,97.57458438
2016,16.49241134,ug.m-3,STA-NL00133,SPO-NL00133_00005_100,50.903057099474744,5.8822359999999998,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,96.31147541,96.33340925
2016,16.24096853,ug.m-3,STA-NL00489,SPO-NL00489_00005_100,51.868888849478772,4.5747222900000004,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,93.71584699,93.73718971
2016,16.23821679,ug.m-3,STA-NL00014,SPO-NL00014_00005_101,52.359996799481046,4.8088974999999996,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,90.52823315,90.54884992
2016,16.0573434,ug.m-3,STA-NL00235,SPO-NL00235_00005_100,51.435001369476886,4.3602862399999998,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.69080146,98.71327716
2016,15.82237317,ug.m-3,STA-NL00138,SPO-NL00138_00005_100,50.900316999474725,5.986853,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,97.62067395,97.64290594
2016,15.769844,ug.m-3,STA-NL00807,SPO-NL00807_00005_100,52.389167789481192,6.4036140399999999,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,96.33424408,96.3561831
2016,15.68007605,ug.m-3,STA-NL00549,SPO-NL00549_00005_100,52.257359999480563,5.2359030000000004,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.79326047,98.81575951
2016,15.65183027,ug.m-3,STA-NL00538,SPO-NL00538_00005_100,52.804721829483249,5.0508418099999997,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,95.78779599,95.80961057
2016,15.64178334,ug.m-3,STA-NL00570,SPO-NL00570_00005_100,52.486599999481662,4.638641999999999,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,92.69125683,92.7123662
2016,15.63146152,ug.m-3,STA-NL00444,SPO-NL00444_00005_100,52.298053739480757,4.5102863299999996,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,97.21083789,97.23297654
2016,15.37976589,ug.m-3,STA-NL00929,SPO-NL00929_00005_100,52.876663209483603,6.9333334000000022,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,96.28870674,96.31063539
2013,15.35417329,ug.m-3,STA-NL00722,SPO-NL00722_00005_100,52.092499999479791,6.6058390000000005,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,90.63926941,90.63926941
2016,15.3437154,ug.m-3,STA-NL00644,SPO-NL00644_00005_100,51.974639999479258,4.9234299999999989,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.32650273,98.34889547
2016,14.96301204,ug.m-3,STA-NL00934,SPO-NL00934_00005_100,53.331665039486005,6.27750874,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,98.26958106,98.29196083
2016,14.90658003,ug.m-3,STA-NL00564,SPO-NL00564_00005_100,52.287427999480727,4.7666780000000006,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,96.36839709,96.39034389
2016,14.40633422,ug.m-3,STA-NL00556,SPO-NL00556_00005_100,52.563589999482041,4.8616999999999999,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,76.02459016,76.04190389
2016,14.25615272,ug.m-3,STA-NL00495,SPO-NL00495_00005_100,51.931945799479067,4.2277779600000001,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,94.74043716,94.76201321
2013,17.51362846,ug.m-3,STA-NL00573,SPO-NL00573_06001_100,52.789999999483179,4.7289999999999992,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.50456621,98.50456621
2013,17.0485429,ug.m-3,STA-NL00017,SPO-NL00017_06001_100,52.358055109481057,4.9000000999999989,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.32191781,98.32191781
2014,16.80274199,ug.m-3,STA-NL00012,SPO-NL00012_06001_100,52.390003199481221,4.8880581900000006,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.58675799,96.58675799
2013,16.78914522,ug.m-3,STA-NL00487,SPO-NL00487_06001_100,51.891113279478887,4.48111105,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,96.28995434,96.28995434
2014,16.77262634,ug.m-3,STA-NL00551,SPO-NL00551_06001_100,52.463019999481546,4.6019220000000001,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,98.71004566,98.71004566
2013,16.75399339,ug.m-3,STA-NL00230,SPO-NL00230_06001_100,51.519443509477249,5.1489024199999998,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,83.01369863,83.01369863
2014,16.32134209,ug.m-3,STA-NL00701,SPO-NL00701_06001_101,52.45000075948149,4.8166665999999996,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,99.00684932,99.00684932
2013,16.28253672,ug.m-3,STA-NL00704,SPO-NL00704_06001_100,52.430000309481379,4.7699999800000015,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.92237443,97.92237443
2014,16.28164722,ug.m-3,STA-NL00017,SPO-NL00017_06001_100,52.358055109481057,4.9000000999999989,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,95.91324201,95.91324201
2013,16.17212765,ug.m-3,STA-NL00136,SPO-NL00136_06001_100,50.888057709474673,5.9711141599999999,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,90.1369863,90.1369863
2014,16.13825472,ug.m-3,STA-NL00007,SPO-NL00007_06001_100,52.381111149481171,4.8450112300000008,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,98.50456621,98.50456621
2013,16.03665568,ug.m-3,STA-NL00012,SPO-NL00012_06001_100,52.390003199481221,4.8880581900000006,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.00913242,97.00913242
2013,15.71677547,ug.m-3,STA-NL00007,SPO-NL00007_06001_100,52.381111149481171,4.8450112300000008,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.92237443,97.92237443
2013,15.68526935,ug.m-3,STA-NL00572,SPO-NL00572_06001_100,52.474399999481619,4.6288,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.96118721,98.96118721
2014,15.68148191,ug.m-3,STA-NL00487,SPO-NL00487_06001_100,51.891113279478887,4.48111105,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,97.21461187,97.21461187
2016,15.62206768,ug.m-3,STA-NL00573,SPO-NL00573_06001_100,52.789999999483179,4.7289999999999992,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,92.49772313,92.51878843
2014,15.5795229,ug.m-3,STA-NL00482,SPO-NL00482_06001_100,51.961110999479196,4.0899999999999999,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.66666667,96.66666667
2015,15.57582904,ug.m-3,STA-NL00012,SPO-NL00012_06001_100,52.390003199481221,4.8880581900000006,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,95.35388128,95.35388128
2013,15.54710271,ug.m-3,STA-NL00703,SPO-NL00703_06001_100,52.400001529481244,4.7300000200000012,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.9109589,97.9109589
2014,15.54386133,ug.m-3,STA-NL00491,SPO-NL00491_06001_100,51.93805599947909,4.4311109999999996,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,94.84018265,94.84018265
2013,15.50610454,ug.m-3,STA-NL00551,SPO-NL00551_06001_100,52.463019999481546,4.6019220000000001,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.61415525,97.61415525
2014,15.36140791,ug.m-3,STA-NL00014,SPO-NL00014_06001_101,52.359996799481046,4.8088974999999996,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,95.51369863,95.51369863
2013,15.33051847,ug.m-3,STA-NL00489,SPO-NL00489_06001_100,51.868888849478772,4.5747222900000004,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.3173516,97.3173516
2013,15.29528571,ug.m-3,STA-NL00741,SPO-NL00741_06001_100,51.848888999478682,5.8580610000000011,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,95.89041096,95.89041096
2014,15.0196782,ug.m-3,STA-NL00241,SPO-NL00241_06001_102,51.603332519477618,4.7808470699999992,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,98.61872146,98.61872146
2014,14.87846907,ug.m-3,STA-NL00496,SPO-NL00496_06001_100,51.978055999479267,4.1213889999999989,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,93.20776256,93.20776256
2013,14.84302054,ug.m-3,STA-NL00701,SPO-NL00701_06001_101,52.45000075948149,4.8166665999999996,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.80821918,97.80821918
2014,14.81906582,ug.m-3,STA-NL00489,SPO-NL00489_06001_100,51.868888849478772,4.5747222900000004,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,95.55936073,95.55936073
2013,14.8144426,ug.m-3,STA-NL00494,SPO-NL00494_06001_101,51.921110999479019,4.401389,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,96.46118721,96.46118721
2013,14.7670909,ug.m-3,STA-NL00247,SPO-NL00247_06001_100,51.407501219476785,5.3933334400000001,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,90.4109589,90.4109589
2013,14.75941877,ug.m-3,STA-NL00561,SPO-NL00561_06001_100,52.333560999480937,4.7735890000000012,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.59589041,98.59589041
2014,14.71954007,ug.m-3,STA-NL00741,SPO-NL00741_06001_100,51.848888999478682,5.8580610000000011,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,86.87214612,86.87214612
2013,14.69012461,ug.m-3,STA-NL00738,SPO-NL00738_06001_100,52.112499239479874,5.7086191199999998,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,87.94520548,87.94520548
2013,14.68713498,ug.m-3,STA-NL00131,SPO-NL00131_06001_100,51.541110989477339,5.8536138500000012,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,99.45205479,99.45205479
2013,14.66565826,ug.m-3,STA-NL00240,SPO-NL00240_06001_100,51.59360885947757,4.8250083899999998,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.80821918,97.80821918
2014,14.62060195,ug.m-3,STA-NL00742,SPO-NL00742_06001_100,51.838888999478641,5.8580609999999993,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,97.85388128,97.85388128
2014,14.60589905,ug.m-3,STA-NL00404,SPO-NL00404_06001_100,52.07805633947973,4.2891721699999996,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,86.84931507,86.84931507
2016,14.59194969,ug.m-3,STA-NL00704,SPO-NL00704_06001_100,52.430000309481379,4.7699999800000015,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,96.86930783,96.89136871
2015,14.57280585,ug.m-3,STA-NL00007,SPO-NL00007_06001_100,52.381111149481171,4.8450112300000008,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,85.84474886,85.84474886
2015,14.56654958,ug.m-3,STA-NL00551,SPO-NL00551_06001_100,52.463019999481546,4.6019220000000001,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2015-01-01,2016-01-01,97.5,97.5
2016,14.55896707,ug.m-3,STA-NL00012,SPO-NL00012_06001_100,52.390003199481221,4.8880581900000006,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2016-01-01,2017-01-01,88.17167577,88.19175586
2013,14.52313029,ug.m-3,STA-NL00491,SPO-NL00491_06001_100,51.93805599947909,4.4311109999999996,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,97.07762557,97.07762557
2013,14.50742774,ug.m-3,STA-NL00241,SPO-NL00241_06001_100,51.603332519477618,4.7808470699999992,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,94.79452055,94.79452055
2013,14.4955625,ug.m-3,STA-NL00016,SPO-NL00016_06001_100,52.393058779481201,4.8700027499999994,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,98.52739726,98.52739726
2014,14.47666862,ug.m-3,STA-NL00485,SPO-NL00485_06001_100,51.866107939478766,4.3552775400000003,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2014-01-01,2015-01-01,96.97488584,96.97488584
2013,14.34896253,ug.m-3,STA-NL00937,SPO-NL00937_06001_100,53.218055729485407,6.5788998599999999,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,95.06849315,95.06849315
2013,14.31225895,ug.m-3,STA-NL00418,SPO-NL00418_06001_100,51.915000919478985,4.4802889800000001,Particulate matter < 2.5 µm (aerosol),Annual mean / 1 calendar year,NL.RIVM.AQ,2013-01-01,2014-01-01,99.45205479,99.45205479
